CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;85;53;32;102;1130;240
01:00;74;49;34;58;930;162
02:00;92;91;39;96;1080;238
03:00;79;73;37;80;930;200
04:00;72;53;31;68;790;175
05:00;69;54;31;72;730;178
06:00;102;104;39;216;980;432
07:00;107;75;34;288;1410;546
08:00;117;67;32;288;1490;557
09:00;95;56;25;104;1130;255
10:00;64;57;21;52;600;143
11:00;69;48;21;50;700;146
12:00;90;49;21;78;780;209
13:00;95;51;23;68;770;199
14:00;68;52;22;42;630;133
15:00;79;53;22;46;670;149
16:00;85;57;23;52;740;164
17:00;;55;21;;810;
18:00;141;57;24;126;1090;333
19:00;132;62;26;121;1190;317
20:00;100;49;25;80;930;223
21:00;105;42;27;94;940;249
22:00;99;45;27;83;930;226
23:00;91;44;28;79;930;211
