CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.527263;23.0527;25.4241;7.42946;13.8902;309.423;551.291;44.3
01:00;0.986316;15.5846;20.1614;12.596;7.1751;328.656;696.953;26.6
02:00;0.780756;15.346;11.0389;7.90423;8.2354;283.004;650.738;27.8
03:00;0.648263;9.39336;7.05276;5.23706;4.57268;244.173;568.291;16.4
04:00;0.589127;12.7576;7.70711;5.77628;5.01398;246.638;481.881;20.4
05:00;0.554157;31.5927;5.16336;3.89386;20.1546;226.538;383.608;62.5
06:00;0.621436;53.3966;15.1003;6.95641;47.9988;354.428;344.477;126.7
07:00;0.839138;76.9834;55.6281;14.4909;93.5953;600.48;337.833;220
08:00;0.965679;82.47;85.2524;21.4398;125.126;778.78;382.837;273.6
09:00;0.849885;67.4832;69.1362;15.8659;72.9277;467.763;400.225;178.9
10:00;0.764444;57.9506;46.635;11.4863;58.378;447.946;420.843;147.2
11:00;0.750607;49.6631;31.7707;9.06768;47.9132;403.911;440.811;122.9
12:00;0.672471;54.2367;29.3224;8.09645;53.9989;449.29;466.142;136.7
13:00;0.660308;48.0306;28.2319;7.76947;44.5255;390.243;486.605;116
14:00;0.685532;57.2125;28.9597;7.60136;47.563;430.904;496.165;129.9
15:00;0.773444;67.9216;29.8455;8.39049;71.8452;471.452;480.036;177.6
16:00;0.949194;72.6727;36.0439;10.5885;92.7882;621.3;460.351;214.5
17:00;1.13002;82.4838;44.4495;13.0511;107.92;696.29;488.917;247.4
18:00;1.43674;81.0113;51.1003;16.7933;113.466;803.12;533.314;254.4
19:00;1.13719;59.9917;30.0404;11.7029;63.2523;589.02;556.452;156.7
20:00;1.01676;51.4278;28.0795;12.8661;43.6765;514.334;564.583;118.2
21:00;0.983483;52.5395;25.9114;11.5749;42.601;488.253;576.834;117.6
22:00;0.964769;58.3263;28.3521;11.5472;50.7345;589.56;596.666;135.8
23:00;0.712086;39.7256;20.0556;8.98783;27.7963;420.325;590.275;82.2
