CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;76;105;1770;236
01:00;83;130;1390;281
02:00;75;93;1410;217
03:00;70;115;1530;246
04:00;69;132;1700;271
05:00;60;82;1480;185
06:00;52;49;1510;126
07:00;56;78;1620;175
08:00;67;150;1720;296
09:00;58;72;740;167
10:00;58;58;560;147
11:00;65;75;690;180
12:00;61;65;610;160
13:00;73;83;780;199
14:00;66;73;680;177
15:00;79;88;730;213
16:00;90;129;930;287
17:00;99;158;1030;341
18:00;110;192;1210;403
19:00;130;292;1750;576
20:00;104;190;1890;394
21:00;102;246;2420;478
22:00;107;251;2380;489
23:00;97;234;2500;454
