CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;85;130;50;1150;160
01:00;75;115;43;1160;140
02:00;70;134;28;1670;112
03:00;60;221;31;1260;106
04:00;42;160;12;790;60
05:00;49;97;25;880;87
06:00;70;105;107;1160;232
07:00;86;152;193;1530;379
08:00;104;188;280;2270;531
09:00;;210;;;
10:00;104;230;238;1770;467
11:00;78;171;114;960;250
12:00;70;114;76;830;185
13:00;53;99;44;570;118
14:00;59;79;51;630;136
15:00;59;74;45;640;126
16:00;69;72;49;780;144
17:00;75;61;53;770;155
18:00;76;59;52;900;155
19:00;73;65;47;880;145
20:00;82;71;60;1080;174
21:00;89;81;67;1130;190
22:00;94;99;108;1500;259
23:00;94;112;103;1490;251
