CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;85;90;85;1170;214
01:00;67;74;60;860;158
02:00;41;56;38;440;98
03:00;38;70;58;440;127
04:00;33;52;39;330;92
05:00;30;42;45;370;99
06:00;43;61;119;670;224
07:00;55;82;183;1040;335
08:00;62;87;161;1100;307
09:00;71;98;144;1120;290
10:00;69;80;95;670;214
11:00;86;57;93;880;227
12:00;78;58;61;520;171
13:00;94;50;71;710;203
14:00;96;43;85;600;225
15:00;87;43;62;570;181
16:00;107;49;76;790;222
17:00;109;55;86;930;241
18:00;101;48;60;680;191
19:00;;55;;;
20:00;132;77;98;1110;281
21:00;130;86;117;1230;309
22:00;130;125;204;2080;440
23:00;110;98;146;1360;333
