CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;53;57;43;730;118
01:00;49;51;49;620;123
02:00;83;75;75;800;196
03:00;63;58;31;470;110
04:00;75;61;67;650;178
05:00;72;61;71;700;180
06:00;65;62;61;650;158
07:00;74;80;120;980;257
08:00;90;87;238;1480;453
09:00;85;110;226;1510;430
10:00;89;90;159;1210;332
11:00;80;76;105;910;240
12:00;93;71;84;980;221
13:00;82;56;54;710;164
14:00;65;64;46;740;134
15:00;53;53;45;660;122
16:00;53;50;46;660;123
17:00;40;30;38;440;98
18:00;53;33;45;550;121
19:00;66;36;61;880;159
20:00;71;42;81;980;195
21:00;67;49;78;1090;185
22:00;69;63;96;1470;215
23:00;61;77;86;1010;191
