CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;56;97;59;146
01:00;62;228;94;206
02:00;58;217;98;207
03:00;51;233;88;184
04:00;47;226;84;176
05:00;44;230;90;182
06:00;48;229;146;271
07:00;50;221;171;311
08:00;51;241;202;359
09:00;67;228;217;398
10:00;79;240;231;432
11:00;88;277;204;399
12:00;;221;;
13:00;69;175;77;185
14:00;66;134;72;176
15:00;81;110;92;221
16:00;98;108;143;316
17:00;100;98;117;277
18:00;114;87;192;407
19:00;118;97;231;472
20:00;112;103;207;427
21:00;89;104;164;339
22:00;73;114;111;242
23:00;67;113;96;213
