CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;71;224;170;332
01:00;44;67;29;89
02:00;26;73;15;49
03:00;26;67;14;48
04:00;41;75;24;78
05:00;35;69;23;71
06:00;28;65;16;54
07:00;47;49;37;103
08:00;45;45;48;119
09:00;72;41;105;233
10:00;66;52;85;195
11:00;64;57;78;183
12:00;49;68;42;113
13:00;;53;;
14:00;40;58;29;84
15:00;48;36;35;101
16:00;54;41;38;113
17:00;83;47;69;188
18:00;104;49;159;346
19:00;118;75;253;505
20:00;118;110;248;498
21:00;118;132;332;626
22:00;102;168;256;494
23:00;91;217;247;468
