CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;43;62;59;30;730;88
01:00;42;183;168;62;2020;137
02:00;33;57;56;23;850;68
03:00;32;51;51;20;740;62
04:00;30;58;58;19;750;59
05:00;36;66;64;24;750;72
06:00;42;75;72;30;830;87
07:00;45;69;66;46;820;115
08:00;43;57;56;38;790;100
09:00;44;56;55;45;790;112
10:00;44;68;68;45;780;113
11:00;45;69;67;47;890;117
12:00;49;63;62;59;930;139
13:00;49;51;50;50;820;124
14:00;53;60;56;55;840;136
15:00;57;69;61;68;950;159
16:00;59;70;65;69;990;164
17:00;51;67;64;54;840;132
18:00;57;65;60;72;1030;166
19:00;59;67;59;72;960;168
20:00;58;72;61;76;980;172
21:00;54;78;65;67;940;157
22:00;48;61;54;42;780;112
23:00;44;59;54;39;700;103
