CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;346;338;112;2990;236
01:00;53;131;122;71;1150;160
02:00;45;139;125;37;940;101
03:00;46;130;120;41;900;108
04:00;44;143;139;45;1050;113
05:00;44;162;155;44;1230;110
06:00;45;156;144;50;1170;122
07:00;45;127;107;60;850;137
08:00;53;150;104;79;900;172
09:00;62;123;108;114;1160;236
10:00;74;128;118;190;1410;366
11:00;78;156;129;155;1480;315
12:00;70;149;117;137;1270;279
13:00;70;145;117;124;1260;260
14:00;63;141;119;99;1250;215
15:00;80;152;128;109;1420;247
16:00;99;173;135;162;1600;347
17:00;103;202;147;176;1690;373
18:00;90;180;164;145;1890;311
19:00;94;215;204;205;2500;407
20:00;90;269;258;193;2630;385
21:00;89;301;291;192;2870;382
22:00;84;322;314;183;3250;364
23:00;70;312;305;147;2950;296
