CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;63;271;144;282
01:00;41;102;31;88
02:00;31;92;16;57
03:00;26;74;14;48
04:00;30;72;10;45
05:00;36;57;22;70
06:00;41;64;66;141
07:00;64;77;191;356
08:00;58;73;161;304
09:00;66;91;175;332
10:00;69;102;198;372
11:00;69;131;185;350
12:00;72;167;196;371
13:00;80;220;217;411
14:00;83;222;228;431
15:00;86;239;189;375
16:00;90;252;208;408
17:00;98;205;238;462
18:00;91;212;248;471
19:00;91;208;247;468
20:00;81;198;211;403
21:00;75;192;200;381
22:00;73;201;184;355
23:00;68;194;180;344
