CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;47;106;50;123
01:00;47;86;65;145
02:00;32;156;104;191
03:00;26;159;86;158
04:00;25;142;74;137
05:00;23;133;70;129
06:00;24;126;92;165
07:00;21;117;80;144
08:00;25;108;127;218
09:00;32;120;124;222
10:00;45;116;138;256
11:00;51;98;93;194
12:00;33;67;37;89
13:00;36;46;39;96
14:00;;37;;
15:00;55;40;59;145
16:00;70;45;80;192
17:00;77;43;109;244
18:00;102;48;163;352
19:00;97;65;200;402
20:00;83;81;144;302
21:00;86;95;204;399
22:00;73;109;159;317
23:00;59;109;112;231
