CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;72;74;42;134
01:00;64;66;28;106
02:00;25;36;22;58
03:00;26;27;22;59
04:00;22;23;21;54
05:00;23;25;23;59
06:00;47;34;53;126
07:00;60;50;88;194
08:00;68;57;102;223
09:00;71;51;104;229
10:00;94;76;118;273
11:00;87;77;85;216
12:00;80;75;59;168
13:00;103;64;70;209
14:00;90;64;56;173
15:00;104;57;65;201
16:00;130;57;86;261
17:00;115;60;73;225
18:00;124;63;78;243
19:00;113;58;71;221
20:00;92;71;54;173
21:00;100;62;62;194
22:00;95;66;67;196
23:00;97;75;72;206
