CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;39;32;710
01:00;26;21;510
02:00;45;38;710
03:00;43;35;680
04:00;44;37;670
05:00;46;39;640
06:00;44;36;640
07:00;45;38;690
08:00;43;35;780
09:00;38;32;760
10:00;33;27;710
11:00;29;22;670
12:00;28;22;800
13:00;23;19;790
14:00;27;21;830
15:00;30;23;750
16:00;32;24;700
17:00;31;24;730
18:00;30;23;640
19:00;33;24;830
20:00;33;25;970
21:00;40;30;1250
22:00;40;31;1120
23:00;43;34;1100
