CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;85;106;204;396
01:00;72;116;165;323
02:00;55;90;61;147
03:00;42;69;25;79
04:00;42;68;59;131
05:00;41;66;93;182
06:00;47;68;227;394
07:00;65;92;328;565
08:00;81;107;354;622
09:00;95;147;342;618
10:00;101;187;342;622
11:00;93;221;227;438
12:00;97;191;167;351
13:00;111;148;141;325
14:00;99;112;92;238
15:00;105;97;96;251
16:00;133;87;106;293
17:00;141;73;115;316
18:00;132;74;91;270
19:00;138;59;116;315
20:00;141;87;234;499
21:00;120;91;192;413
22:00;106;105;189;393
23:00;89;106;148;315
