CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;24;24;820;86
01:00;36;30;7;700;46
02:00;47;17;15;700;68
03:00;43;31;18;650;68
04:00;40;25;27;670;81
05:00;41;35;50;910;116
06:00;44;27;73;990;154
07:00;61;36;98;1460;210
08:00;61;39;100;1360;213
09:00;75;50;112;1760;245
10:00;83;60;145;2440;303
11:00;94;;127;2270;287
12:00;89;75;86;1710;219
13:00;88;62;70;1460;193
14:00;80;60;50;1250;156
15:00;92;36;67;1320;193
16:00;85;23;57;1390;172
17:00;97;36;70;1660;202
18:00;82;48;51;1360;159
19:00;91;67;91;1870;229
20:00;77;50;44;1030;143
21:00;72;29;40;950;132
22:00;63;44;33;840;112
23:00;54;43;16;780;79
