CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;49;38;42;870;126
01:00;56;50;40;30;880;102
02:00;42;37;29;38;490;99
03:00;46;42;33;31;590;93
04:00;44;42;33;25;400;82
05:00;46;41;32;65;450;145
06:00;49;43;33;96;520;196
07:00;73;52;38;230;;425
08:00;79;55;39;206;;394
09:00;104;51;32;211;;427
10:00;94;39;22;123;;282
11:00;80;36;21;70;;187
12:00;73;35;22;58;;161
13:00;77;34;24;61;;169
14:00;93;39;23;82;1370;218
15:00;79;35;24;48;1030;152
16:00;89;35;24;56;1060;175
17:00;95;37;25;60;1050;187
18:00;120;41;26;90;1180;259
19:00;101;34;25;87;1200;233
20:00;115;34;24;99;1290;267
21:00;100;39;33;83;1130;226
22:00;87;41;35;81;1180;211
23:00;76;45;37;69;970;180
