CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;42;63;24;78
01:00;32;60;17;58
02:00;32;42;22;67
03:00;25;40;19;55
04:00;22;42;19;50
05:00;28;47;24;65
06:00;49;35;75;164
07:00;71;34;123;258
08:00;72;55;133;276
09:00;80;73;142;298
10:00;83;72;137;293
11:00;74;74;121;259
12:00;95;78;128;291
13:00;76;76;83;202
14:00;79;61;79;200
15:00;76;51;64;174
16:00;97;52;88;232
17:00;107;51;99;258
18:00;105;49;86;237
19:00;;53;;
20:00;78;59;56;165
21:00;84;59;62;179
22:00;85;63;50;161
23:00;61;80;37;118
