CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;39;89;65;138
01:00;37;127;124;226
02:00;35;118;71;144
03:00;33;101;41;95
04:00;31;77;37;87
05:00;26;64;31;73
06:00;32;39;43;97
07:00;50;43;101;204
08:00;64;66;163;313
09:00;74;84;207;390
10:00;64;115;154;299
11:00;51;97;93;192
12:00;45;79;66;146
13:00;50;69;74;163
14:00;43;86;58;132
15:00;72;75;123;259
16:00;71;71;133;274
17:00;55;75;90;192
18:00;52;62;84;179
19:00;52;54;81;176
20:00;55;59;124;245
21:00;59;96;141;275
22:00;55;94;104;214
23:00;45;88;77;162
