CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;52;64;58;41;770;114
01:00;45;61;54;26;580;84
02:00;31;17;16;11;350;48
03:00;28;14;13;10;270;43
04:00;25;11;10;9;230;38
05:00;30;12;11;13;250;50
06:00;37;14;13;22;240;70
07:00;52;17;15;40;430;113
08:00;57;20;18;53;470;137
09:00;62;23;19;56;530;147
10:00;61;26;23;53;500;141
11:00;62;23;19;46;440;131
12:00;60;22;20;50;440;135
13:00;60;22;19;46;420;129
14:00;63;26;22;49;420;135
15:00;72;29;25;67;540;173
16:00;69;44;35;72;810;179
17:00;73;60;42;84;820;199
18:00;72;68;49;88;1020;206
19:00;70;62;49;79;850;191
20:00;67;71;53;81;880;190
21:00;63;58;52;67;790;164
22:00;59;56;52;74;860;171
23:00;56;59;56;61;880;149
