CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;99;20;1000;76
01:00;44;82;25;970;81
02:00;37;248;107;2340;200
03:00;30;230;89;2060;166
04:00;33;213;142;2090;250
05:00;38;180;198;2400;340
06:00;47;178;267;2830;454
07:00;61;196;318;3280;545
08:00;72;190;347;3360;602
09:00;92;188;346;2980;621
10:00;97;181;261;2680;496
11:00;80;183;90;1430;216
12:00;71;149;54;1070;153
13:00;63;109;43;970;128
14:00;61;95;37;950;116
15:00;59;88;34;960;111
16:00;62;82;40;1000;124
17:00;55;78;35;960;108
18:00;65;89;48;1210;139
19:00;53;85;42;1080;117
20:00;66;84;67;1390;169
21:00;66;86;59;1310;156
22:00;56;88;38;1170;113
23:00;46;104;17;910;71
