CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;64.8008;48.6698;38.3102;93.7986;1029.54;1046.38;208.787
01:00;57.8055;52.047;41.1402;70.6616;844.92;1070.01;166.216
02:00;53.649;34.289;27.2078;43.8615;575.277;805.282;120.941
03:00;48.1135;41.6035;32.3378;26.0211;512.548;740.576;88.0395
04:00;37.8354;37.0247;29.515;26.8147;422.232;683.858;78.9718
05:00;39.6379;37.8143;30.1816;45.9786;434.775;621.21;110.151
06:00;42.9256;51.3517;40.848;103.431;619.777;595.651;201.633
07:00;53.9168;55.3705;44.122;151.873;917.49;592.388;287.063
08:00;51.0282;52.6623;41.8528;135.295;803.92;610.65;258.524
09:00;65.1573;59.4673;47.2738;132.738;892.74;647.345;268.737
10:00;91.1444;35.068;26.643;121.271;866.26;683.718;276.776
11:00;112.347;25.9855;18.7089;120.659;717.46;709.332;297.588
12:00;101.325;18.5562;12.7408;69.6654;655.268;738.461;208.248
13:00;118.619;20.3451;13.2067;78.9233;598.892;758.976;239.638
14:00;98.9935;19.9455;13.7289;56.9488;637.143;761.147;186.358
15:00;114.838;21.1448;14.4314;67.1444;657.307;728.624;217.776
16:00;110.155;24.8489;17.7803;69.3616;721.69;718.345;216.553
17:00;98.2841;28.375;19.9642;65.411;655.922;688.743;198.64
18:00;99.4935;38.9785;30.3062;103.135;1041.66;710.668;257.594
19:00;105.55;35.2417;27.0652;150.135;1208.5;772.048;335.872
20:00;104.271;37.911;29.0094;137.998;1093.35;826.808;316.011
21:00;100.454;41.0793;32.3836;161.759;1378.29;924.233;348.634
22:00;79.1196;40.6473;32.1366;80.895;1057.27;976.749;203.216
23:00;65.0128;42.7975;34.0322;63.2773;906.53;1007.9;162.074
