CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;12;9;25;530;79
01:00;35;14;12;25;390;71
02:00;45;17;13;28;550;88
03:00;41;19;15;30;470;86
04:00;43;19;14;34;520;93
05:00;45;21;17;35;510;97
06:00;48;21;17;48;560;120
07:00;39;19;15;40;470;99
08:00;47;23;18;68;550;151
09:00;44;23;14;48;520;117
10:00;35;21;12;38;410;93
11:00;39;18;10;36;450;93
12:00;52;15;10;44;610;118
13:00;46;14;8;39;540;105
14:00;48;22;12;40;540;108
15:00;52;13;7;42;620;116
16:00;75;19;11;59;860;164
17:00;78;20;10;65;910;178
18:00;78;17;9;64;930;177
19:00;95;19;10;87;1130;228
20:00;96;23;13;108;1140;261
21:00;83;26;14;81;1020;207
22:00;36;23;12;26;450;76
23:00;61;15;12;47;690;133
