CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;34;27;47;700;110
01:00;32;30;25;35;610;85
02:00;37;182;133;112;1820;206
03:00;39;119;108;119;1690;221
04:00;32;144;113;89;1570;168
05:00;31;115;88;54;1290;113
06:00;39;89;70;101;1140;193
07:00;40;83;70;130;1380;238
08:00;53;80;68;179;1470;326
09:00;58;93;76;221;1620;395
10:00;56;95;77;228;1790;404
11:00;48;89;73;172;1470;311
12:00;51;88;73;184;1570;332
13:00;51;69;57;149;1340;279
14:00;58;59;45;137;1170;266
15:00;60;56;44;115;1120;236
16:00;50;51;42;85;920;179
17:00;53;52;45;99;940;204
18:00;64;56;48;132;1130;265
19:00;66;59;52;135;1180;273
20:00;63;65;57;138;1290;274
21:00;68;65;57;142;1300;285
22:00;51;48;41;84;920;179
23:00;47;37;32;67;790;149
