CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;100;205;226;445
01:00;50;181;89;185
02:00;42;195;84;169
03:00;37;180;68;140
04:00;34;178;61;126
05:00;30;173;78;150
06:00;39;183;156;277
07:00;36;170;163;285
08:00;44;180;180;319
09:00;67;195;240;433
10:00;77;203;271;491
11:00;67;218;191;360
12:00;79;206;199;383
13:00;82;239;159;325
14:00;104;199;235;464
15:00;86;212;108;251
16:00;78;177;71;186
17:00;92;136;106;254
18:00;125;113;235;484
19:00;124;134;229;474
20:00;117;151;259;513
21:00;125;184;324;621
22:00;101;262;196;401
23:00;94;226;182;371
