CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;54.5933;182.579;103.063;68.3938;1198.38;1401.81;159.467
01:00;47.7862;353.394;272.311;191.647;3028.21;3077.78;341.791
02:00;45.065;342.996;269.527;174.006;2884.46;3062.84;312.01
03:00;36.6345;341.713;268.727;141.535;2846.75;3075.7;253.722
04:00;33.5583;321.839;251.245;158.928;2612.72;2995.88;277.361
05:00;37.9077;286.875;228.967;148.608;2385.47;2892.52;265.842
06:00;43.9756;283.408;221.061;202.881;2458.89;2797.18;355.258
07:00;55.8426;282.7;219.159;269.367;2627.34;2729.57;468.906
08:00;66.591;281.883;211.255;343.52;2895.76;2717.45;593.471
09:00;67.6432;285.91;206.709;315.007;2719.46;2678.86;550.855
10:00;78.3979;269.889;195.927;260.781;2415.06;2620.18;478.451
11:00;85.2257;228.517;170.699;185.591;1923.99;2504.84;369.96
12:00;88.4088;202.147;151.23;160.432;1840.72;2408.34;334.201
13:00;95.438;207.298;148.905;142.237;1583.41;2308.08;313.519
14:00;81.0373;302.818;198.796;138.194;1979.26;2248.13;293.069
15:00;72.6196;237.289;169.204;115.805;1591.93;2118.7;250.397
16:00;76.3415;212.163;152.459;159.76;1706.86;1970.09;321.416
17:00;77.3458;172.925;128.661;196.227;1673.09;1839.29;378.292
18:00;78.6147;182.671;123.227;235.368;1797.99;1762.16;439.68
19:00;73.3279;199.223;122.418;239.092;1629.89;1725.39;440.448
20:00;64.2672;194.744;112.609;179.296;1486.77;1681.15;339.301
21:00;60.2999;191.532;107.886;129.458;1278.42;1643.03;258.826
22:00;59.2674;161.696;91.3638;86.0759;1057.94;1527.86;191.316
23:00;57.534;163.711;92.4495;80.269;1092.03;1465.37;180.686
