CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;5.0653;42.2401;84.1826;71.2904;47.4529;997.03;1132.47;115.007
01:00;2.62061;50.4713;46.2187;37.6727;38.1949;868.112;1041.48;109.019
02:00;2.58842;45.6165;55.2058;45.9123;50.9787;790.743;1027.9;123.815
03:00;2.51377;45.9683;58.8671;49.3635;51.0785;828.862;964.571;124.321
04:00;2.54798;41.8506;62.118;52.3374;36.923;772.808;916.394;98.5195
05:00;2.59075;42.6089;65.2461;52.7421;76.4764;830.283;864.723;159.917
06:00;3.03058;60.8743;77.184;60.6131;208.249;1142.01;876.45;380.31
07:00;3.65625;69.24;87.1967;65.5026;233.062;1466.03;947.503;426.901
08:00;4.38646;67.9312;92.4015;71.2669;260.41;1820.67;1064.94;467.54
09:00;5.09892;85.9091;115.501;80.0729;364.965;2132.91;1223.04;645.784
10:00;5.64193;102.698;112.134;76.5381;401.582;2123.1;1389.58;718.742
11:00;5.40621;103.738;121.849;74.3703;365.418;1904.6;1524.05;664.262
12:00;4.72512;79.9825;132.355;59.4953;205.462;1073.34;1561.62;395.078
13:00;4.13031;73.3651;111.293;55.3088;137.81;934.354;1574.63;284.781
14:00;3.56359;72.813;91.7423;43.7715;115.03;779.262;1529.28;249.291
15:00;3.16717;76.9265;80.2495;34.5504;123.937;817.703;1448.24;267.182
16:00;2.88969;;49.1254;30.6665;;;1395.04;
17:00;2.82109;73.3269;39.993;32.2223;112.624;869.227;1214.51;246.078
18:00;2.98516;77.1497;50.8118;41.1431;130.714;986.725;1052.17;277.959
19:00;3.17653;77.0551;51.364;41.9217;122.72;987.321;921.133;265.342
20:00;4.1135;85.4681;71.4656;58.3722;156.053;1273.63;949.746;324.85
21:00;5.11804;77.7587;89.4927;73.6036;133.798;1394.96;1015.55;282.856
22:00;5.36332;73.4932;91.9287;74.0338;137.294;1460.2;1112.82;284.16
23:00;5.38764;55.2698;81.398;67.2341;78.4793;1090.66;1151.82;175.632
