CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;57;281;253;442
01:00;37;52;29;80
02:00;24;27;13;44
03:00;20;44;9;34
04:00;21;60;11;37
05:00;23;37;16;47
06:00;33;44;48;105
07:00;46;45;111;215
08:00;66;63;263;467
09:00;70;98;238;434
10:00;58;123;125;248
11:00;62;119;155;298
12:00;;121;;
13:00;64;125;130;261
14:00;68;120;129;264
15:00;79;106;175;347
16:00;91;112;266;497
17:00;111;120;407;733
18:00;106;184;386;695
19:00;88;240;328;590
20:00;87;260;322;580
21:00;92;245;402;707
22:00;73;256;325;569
23:00;75;208;363;630
