CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;78;89;70;99;1150;229
01:00;69;73;60;78;1050;187
02:00;57;33;26;59;620;146
03:00;48;33;27;51;510;126
04:00;46;32;26;50;400;121
05:00;47;38;30;76;410;163
06:00;71;52;37;223;950;411
07:00;89;63;45;248;1270;467
08:00;83;67;48;217;1170;415
09:00;88;88;62;216;1510;418
10:00;90;87;62;190;1650;382
11:00;104;80;50;180;1620;379
12:00;105;75;38;122;940;290
13:00;98;57;28;81;700;221
14:00;111;58;23;91;800;250
15:00;110;54;20;72;730;218
16:00;127;41;19;91;1000;265
17:00;130;43;18;76;840;245
18:00;143;36;17;117;1190;321
19:00;112;41;21;88;870;247
20:00;123;45;26;106;1080;284
21:00;118;69;46;141;1310;333
22:00;115;84;66;167;1540;369
23:00;105;84;63;190;1650;395
