CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;43;83;23;1090;78
01:00;49;256;98;2670;197
02:00;44;231;97;2800;191
03:00;41;246;77;2620;159
04:00;43;245;101;2510;196
05:00;46;243;149;2640;272
06:00;53;222;253;3220;439
07:00;78;238;407;3470;699
08:00;84;250;329;3120;586
09:00;62;206;171;1860;323
10:00;49;205;94;1260;193
11:00;50;190;88;980;185
12:00;60;160;121;1160;245
13:00;49;174;81;950;171
14:00;61;193;121;1290;245
15:00;63;215;123;1650;249
16:00;50;178;111;1480;217
17:00;64;172;139;1380;276
18:00;65;133;124;1490;254
19:00;56;96;110;1490;224
20:00;59;100;116;1620;236
21:00;55;96;81;1520;176
22:00;54;109;83;1650;180
23:00;50;105;54;1230;132
