CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;56;53;41;770;108
01:00;43;95;90;39;1080;102
02:00;34;86;84;18;820;61
03:00;35;85;80;19;790;64
04:00;27;81;68;11;590;44
05:00;29;81;65;16;550;52
06:00;42;65;56;45;690;109
07:00;49;60;48;72;750;157
08:00;59;69;56;135;1100;265
09:00;69;75;62;165;1250;321
10:00;76;82;68;192;1360;368
11:00;74;72;61;152;1390;305
12:00;71;70;59;126;970;263
13:00;69;62;53;112;1020;239
14:00;67;65;56;108;930;233
15:00;71;61;54;118;1050;251
16:00;73;64;56;130;1360;272
17:00;70;57;52;106;1150;232
18:00;;61;57;;1280;
19:00;74;65;60;126;1460;265
20:00;68;66;56;103;1240;225
21:00;67;78;65;81;1240;190
22:00;58;67;57;57;1030;144
23:00;48;57;54;38;750;106
