CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;95;93;90;1250;232
01:00;85;67;54;940;165
02:00;51;63;35;570;104
03:00;45;54;33;450;95
04:00;38;55;23;370;73
05:00;41;54;52;480;120
06:00;44;85;112;720;215
07:00;51;104;166;1020;305
08:00;78;106;169;1150;335
09:00;115;117;178;1360;386
10:00;118;110;127;;312
11:00;112;104;96;1300;257
12:00;105;58;67;670;208
13:00;98;56;55;570;181
14:00;113;51;64;610;210
15:00;118;50;66;710;218
16:00;118;49;71;720;205
17:00;;47;;1040;
18:00;128;57;103;1100;283
19:00;144;62;101;1250;277
20:00;125;61;85;960;253
21:00;130;67;137;1260;337
22:00;126;76;145;1330;346
23:00;120;124;149;1640;346
