CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;67;32;27;40;730;129
01:00;31;30;27;15;430;53
02:00;60;82;68;68;1090;164
03:00;55;83;67;97;1160;205
04:00;46;85;67;71;1140;156
05:00;44;84;70;70;1030;151
06:00;40;80;66;61;1060;134
07:00;41;81;64;104;1190;199
08:00;46;88;67;117;1330;224
09:00;68;67;48;119;1180;248
10:00;42;45;28;17;510;67
11:00;14;13;9;5;200;23
12:00;34;14;6;19;330;64
13:00;58;14;5;33;370;107
14:00;66;22;6;43;460;131
15:00;85;28;8;62;640;179
16:00;88;20;7;65;730;187
17:00;101;24;8;85;720;231
18:00;69;19;8;45;480;138
19:00;87;20;9;65;640;185
20:00;98;26;14;85;830;228
21:00;110;30;14;89;910;246
22:00;107;27;21;94;950;251
23:00;92;33;27;76;900;208
