CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;62;144;99;213
01:00;19;61;8;33
02:00;23;58;10;39
03:00;18;30;8;31
04:00;13;16;5;21
05:00;20;12;10;36
06:00;26;18;18;53
07:00;57;20;66;156
08:00;78;22;133;281
09:00;71;34;107;234
10:00;68;33;86;199
11:00;52;51;55;136
12:00;41;42;39;100
13:00;40;35;42;104
14:00;43;35;42;106
15:00;45;40;42;109
16:00;51;51;52;130
17:00;54;48;55;138
18:00;57;45;57;143
19:00;84;55;104;243
20:00;82;69;123;270
21:00;87;79;181;363
22:00;68;113;97;217
23:00;68;122;106;229
