CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;52;116;77;1750;168
01:00;52;124;132;2470;254
02:00;46;123;106;2210;207
03:00;55;117;126;2050;246
04:00;47;99;59;1240;137
05:00;55;74;155;1650;292
06:00;63;87;194;1500;360
07:00;71;71;219;1760;405
08:00;102;78;435;3270;767
09:00;115;107;501;3390;881
10:00;100;117;331;2590;605
11:00;93;116;246;2240;469
12:00;98;102;237;2180;460
13:00;94;106;243;1820;464
14:00;106;106;317;2550;591
15:00;103;118;310;2420;577
16:00;122;128;440;3940;794
17:00;126;165;487;4390;871
18:00;;162;;;
19:00;120;170;477;4830;850
20:00;97;181;337;3700;612
21:00;81;169;219;2540;416
22:00;70;153;175;1930;338
23:00;67;112;168;2150;324
