CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;14;5;4;11;400;541.25;30
01:00;23;19;17;13;530;555;42
02:00;20;26;22;13;580;542.5;40
03:00;16;24;21;8;470;522.5;27
04:00;14;16;14;7;430;508.75;23
05:00;17;11;9;11;410;492.5;33
06:00;27;15;13;21;510;491.25;59
07:00;34;17;15;36;580;502.5;88
08:00;48;15;13;61;710;527.5;141
09:00;58;18;15;85;980;583.75;187
10:00;74;28;21;128;1200;661.25;269
11:00;81;42;31;153;1470;786.25;315
12:00;69;38;30;109;1060;865;235
13:00;67;39;31;111;1210;965;236
14:00;64;47;37;131;1190;1050;265
15:00;38;22;17;50;860;1085;114
16:00;42;30;24;61;920;1111.25;136
17:00;37;21;17;49;760;1083.75;112
18:00;28;14;12;38;620;1011.25;87
19:00;24;13;11;31;570;898.75;72
20:00;27;12;9;31;560;836.25;74
21:00;21;11;9;22;510;748.75;54
22:00;16;9;7;18;480;660;42
23:00;15;8;6;14;430;606.25;36
