CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;44;26;1010
01:00;35;21;550
02:00;45;29;1140
03:00;45;28;800
04:00;47;33;780
05:00;48;33;700
06:00;50;33;780
07:00;48;31;920
08:00;38;26;690
09:00;37;27;770
10:00;34;24;860
11:00;38;29;860
12:00;43;31;760
13:00;46;28;650
14:00;45;23;830
15:00;38;19;640
16:00;32;21;760
17:00;44;31;840
18:00;22;15;850
19:00;24;16;690
20:00;30;19;830
21:00;39;24;1120
22:00;42;26;1010
23:00;39;25;730
