CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;41;242;78;2180;160
01:00;41;182;149;2670;268
02:00;41;191;91;1810;179
03:00;39;156;113;1670;210
04:00;33;124;122;1900;220
05:00;45;100;216;2190;375
06:00;49;136;293;2680;496
07:00;67;149;346;3140;596
08:00;86;171;417;3110;723
09:00;76;183;352;3240;613
10:00;79;207;288;2460;519
11:00;66;206;250;2240;448
12:00;91;197;278;2130;516
13:00;79;179;247;2230;456
14:00;97;163;348;3170;629
15:00;100;164;382;3750;685
16:00;94;240;389;4350;689
17:00;78;270;292;3990;525
18:00;73;260;248;3450;452
19:00;79;230;317;4220;565
20:00;78;215;315;3740;559
21:00;62;241;247;3370;440
22:00;48;255;168;2920;305
23:00;43;211;103;2370;200
