CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;68;41;61;162
01:00;59;57;44;126
02:00;;;;
03:00;55;32;38;114
04:00;49;50;38;108
05:00;45;49;38;103
06:00;57;44;96;203
07:00;68;49;169;327
08:00;69;56;168;326
09:00;72;79;148;298
10:00;86;73;136;293
11:00;100;74;155;337
12:00;94;78;129;292
13:00;97;63;91;237
14:00;92;48;97;240
15:00;91;38;90;229
16:00;87;43;83;214
17:00;83;36;70;189
18:00;74;28;64;171
19:00;81;29;85;211
20:00;96;28;113;268
21:00;96;30;112;267
22:00;97;38;98;247
23:00;;34;;
