CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;32;20;22;66
01:00;23;20;14;44
02:00;28;41;10;42
03:00;13;22;6;21
04:00;15;12;6;25
05:00;15;8;6;24
06:00;28;7;17;54
07:00;71;6;88;205
08:00;98;19;140;312
09:00;97;29;124;286
10:00;85;56;99;236
11:00;85;69;96;231
12:00;93;78;105;252
13:00;83;61;87;216
14:00;80;69;76;195
15:00;75;47;86;206
16:00;79;33;82;203
17:00;69;40;72;179
18:00;57;25;68;160
19:00;63;29;69;169
20:00;54;18;56;140
21:00;50;14;49;126
22:00;45;36;47;117
23:00;50;34;44;117
