CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;37;55;36;91
01:00;82;252;325;581
02:00;64;200;200;370
03:00;57;182;156;296
04:00;52;182;144;272
05:00;48;165;81;172
06:00;62;161;158;303
07:00;73;144;209;393
08:00;84;143;236;445
09:00;105;114;460;809
10:00;117;105;513;902
11:00;104;122;442;781
12:00;97;149;367;659
13:00;77;190;201;383
14:00;66;166;100;218
15:00;76;142;98;226
16:00;70;107;78;188
17:00;73;77;110;240
18:00;81;64;140;296
19:00;74;72;126;266
20:00;55;70;95;199
21:00;39;73;51;117
22:00;35;71;36;89
23:00;27;58;25;65
