CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;79;48;27;50;800;152
01:00;60;33;26;25;550;94
02:00;47;19;13;20;400;74
03:00;46;20;15;17;380;67
04:00;43;18;14;28;350;81
05:00;46;20;16;40;390;104
06:00;53;19;15;78;480;169
07:00;70;27;20;158;650;309
08:00;71;27;17;159;700;309
09:00;80;20;14;124;800;266
10:00;75;18;10;93;750;213
11:00;60;10;7;54;560;138
12:00;64;15;8;48;590;133
13:00;60;9;6;43;540;121
14:00;62;16;7;41;580;121
15:00;59;16;6;42;550;119
16:00;68;19;7;44;640;132
17:00;66;22;12;41;620;124
18:00;90;16;8;68;900;190
19:00;73;14;7;40;710;130
20:00;98;18;9;68;1000;199
21:00;105;23;16;71;1110;211
22:00;95;33;20;73;990;203
23:00;89;42;27;63;920;183
