CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;42;131;21;710;74
01:00;27;88;6;590;37
02:00;64;45;26;650;104
03:00;60;48;31;690;109
04:00;58;50;56;700;144
05:00;64;46;104;990;222
06:00;72;42;157;1550;310
07:00;90;58;190;2560;380
08:00;102;71;168;1990;358
09:00;108;67;126;1820;301
10:00;117;95;104;1700;275
11:00;122;98;99;1570;272
12:00;115;;92;1270;255
13:00;95;55;59;1240;184
14:00;94;51;53;1120;174
15:00;103;32;61;1220;195
16:00;105;36;71;1260;213
17:00;106;36;79;1210;226
18:00;142;39;137;1990;352
19:00;114;60;69;1280;219
20:00;92;67;48;1120;165
21:00;79;77;35;970;132
22:00;79;70;48;1120;153
23:00;49;84;27;820;90
