CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;12;63;1120;148
01:00;37;27;20;600;67
02:00;18;28;3;460;23
03:00;18;17;5;410;25
04:00;18;16;5;390;25
05:00;27;20;18;450;53
06:00;34;10;30;520;80
07:00;32;13;30;490;77
08:00;30;29;21;500;62
09:00;32;43;21;440;63
10:00;33;28;19;500;62
11:00;35;24;24;630;71
12:00;38;15;24;790;75
13:00;47;15;30;760;93
14:00;65;26;54;1360;147
15:00;57;17;44;1450;124
16:00;65;19;54;1370;147
17:00;66;22;67;1410;168
18:00;70;12;67;1680;173
19:00;64;31;49;1150;138
20:00;68;21;69;1260;173
21:00;59;37;52;1000;138
22:00;58;44;44;920;126
23:00;57;33;41;960;120
