CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;52;70;98;201
01:00;37;78;49;112
02:00;39;12;12;58
03:00;29;6;7;40
04:00;26;7;7;37
05:00;35;11;15;58
06:00;52;38;55;137
07:00;72;90;159;313
08:00;52;60;89;188
09:00;51;42;83;179
10:00;58;;108;223
11:00;;;;
12:00;49;60;92;190
13:00;54;75;110;222
14:00;62;95;121;247
15:00;62;104;132;264
16:00;69;72;132;271
17:00;76;58;136;284
18:00;73;68;150;302
19:00;73;73;113;245
20:00;78;142;151;309
21:00;88;122;223;429
22:00;64;79;121;249
23:00;53;36;92;194
