CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;95;80;118;276
01:00;70;84;86;200
02:00;50;68;19;79
03:00;49;57;19;77
04:00;55;55;45;124
05:00;44;49;32;93
06:00;59;51;98;208
07:00;78;34;216;408
08:00;88;71;225;432
09:00;92;88;238;455
10:00;82;99;181;357
11:00;86;110;103;244
12:00;73;93;71;182
13:00;81;71;68;184
14:00;87;56;71;195
15:00;111;41;92;251
16:00;96;37;81;220
17:00;105;35;82;229
18:00;119;43;90;256
19:00;121;44;90;257
20:00;118;41;95;263
21:00;141;52;194;437
22:00;125;82;203;435
23:00;105;88;169;363
