CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;66;66;54;37;690;125
01:00;48;63;53;27;530;93
02:00;51;51;45;30;610;98
03:00;49;48;41;24;510;88
04:00;46;40;35;21;460;81
05:00;36;42;37;19;370;67
06:00;56;40;33;38;490;117
07:00;55;35;29;34;470;110
08:00;56;44;38;44;550;126
09:00;51;41;35;36;480;109
10:00;62;44;37;49;630;139
11:00;58;27;21;40;540;121
12:00;57;27;20;31;500;107
13:00;70;28;19;40;610;133
14:00;69;30;20;36;580;126
15:00;72;38;25;38;630;131
16:00;73;39;24;39;570;134
17:00;61;38;23;31;460;111
18:00;61;39;26;28;490;107
19:00;56;38;26;25;460;97
20:00;72;46;30;43;580;139
21:00;107;59;37;106;1220;271
22:00;108;56;38;116;1350;288
23:00;81;56;44;67;860;186
