CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;66;21;790;96
01:00;60;70;23;900;96
02:00;40;47;13;530;61
03:00;35;44;11;510;52
04:00;37;36;14;480;57
05:00;57;35;77;860;174
06:00;63;40;107;1100;227
07:00;68;69;151;1980;299
08:00;63;86;120;1510;247
09:00;66;108;102;1340;222
10:00;66;;79;1090;187
11:00;68;;71;970;176
12:00;63;;46;730;134
13:00;64;23;38;640;121
14:00;66;21;36;700;120
15:00;74;35;44;800;142
16:00;65;42;34;770;117
17:00;76;38;42;880;140
18:00;73;49;36;700;127
19:00;95;51;70;1040;201
20:00;86;56;56;1120;171
21:00;75;64;40;850;135
22:00;70;82;31;740;118
23:00;63;69;19;740;92
