CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;78;102;90;100;1720;229
01:00;67;108;97;74;1550;180
02:00;;;;;;
03:00;66;174;147;92;2050;206
04:00;58;161;145;63;1840;154
05:00;55;158;137;74;1690;167
06:00;54;142;128;67;1780;155
07:00;51;151;131;100;1820;204
08:00;56;142;125;100;1820;207
09:00;55;122;109;74;1590;166
10:00;65;84;72;81;1320;188
11:00;59;74;64;59;1240;149
12:00;59;63;54;60;1140;151
13:00;54;53;47;49;870;129
14:00;59;55;47;60;970;151
15:00;69;54;43;56;940;153
16:00;77;58;46;79;1040;197
17:00;82;55;42;69;1000;187
18:00;76;42;37;64;980;174
19:00;88;39;32;94;1270;231
20:00;105;48;43;127;1570;299
21:00;98;49;47;110;1470;267
22:00;90;80;76;97;1480;237
23:00;79;96;91;100;1740;231
