CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;60;86;76;175
01:00;56;72;70;161
02:00;54;103;60;145
03:00;54;88;67;155
04:00;46;83;66;145
05:00;42;70;73;151
06:00;57;56;145;277
07:00;74;73;247;451
08:00;80;106;252;464
09:00;94;109;235;452
10:00;91;118;192;383
11:00;92;109;149;318
12:00;95;85;104;251
13:00;95;81;101;247
14:00;94;79;89;228
15:00;122;74;153;355
16:00;117;71;101;269
17:00;108;66;73;218
18:00;108;57;129;303
19:00;116;56;189;403
20:00;101;57;127;294
21:00;91;80;154;326
22:00;99;93;207;414
23:00;100;85;211;421
