CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;31;23;33;580;90
01:00;62;38;29;129;1350;259
02:00;52;41;32;65;980;151
03:00;42;42;33;34;870;93
04:00;42;44;34;50;810;117
05:00;72;46;35;197;1080;372
06:00;98;38;28;333;1430;607
07:00;135;33;25;528;2480;943
08:00;129;33;24;468;2430;844
09:00;81;28;16;147;920;306
10:00;54;29;14;77;610;173
11:00;50;23;10;62;610;144
12:00;41;9;6;39;440;100
13:00;49;13;10;53;530;129
14:00;50;16;13;54;570;132
15:00;60;19;14;67;590;161
16:00;46;12;9;50;550;122
17:00;58;20;15;68;670;162
18:00;82;30;24;116;1130;260
19:00;63;28;22;92;920;202
20:00;63;15;12;66;640;164
21:00;66;28;22;73;790;177
22:00;61;52;41;58;910;149
23:00;56;53;40;59;830;145
