CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;165;67;2370;139
01:00;40;315;233;4310;394
02:00;34;273;146;3610;255
03:00;36;266;174;3500;300
04:00;31;243;139;3200;243
05:00;28;226;129;3160;223
06:00;30;203;132;2720;230
07:00;35;193;141;2610;248
08:00;36;172;130;2630;234
09:00;43;153;122;2650;228
10:00;62;176;143;2820;279
11:00;67;196;158;2790;307
12:00;85;175;208;3030;403
13:00;93;161;236;3290;453
14:00;106;123;309;3740;577
15:00;109;134;394;4580;710
16:00;131;195;610;6780;1063
17:00;114;203;530;5930;924
18:00;89;257;333;5310;598
19:00;79;224;330;5300;582
20:00;75;209;355;4810;615
21:00;61;225;343;5040;584
22:00;52;243;182;3110;327
23:00;43;205;110;2710;209
