CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;87.8784;65.2647;38.3402;103.724;950.841;1090.85;246.4
01:00;75.4987;56.3555;37.1794;113.513;1050.72;1148.75;248.9
02:00;48.3585;61.1945;49.0351;51.852;597.593;945.603;127.7
03:00;39.6049;59.1682;49.9621;50.5738;586.513;909.49;116.9
04:00;37.1903;61.6941;53.2582;45.2606;556.964;861.965;106.4
05:00;36.1669;58.1783;49.339;70.9882;570.934;804.152;144.7
06:00;43.567;59.2885;49.7739;126.58;679.153;722.342;237.1
07:00;60.6203;59.0061;48.8247;194.657;969.345;680.974;358.1
08:00;81.8222;50.9519;41.1287;222.334;1191.75;744.821;421.5
09:00;86.7731;41.4307;31.443;181.096;898.247;756.312;363.5
10:00;88.1585;31.8562;24.111;132.878;674.156;765.883;291.3
11:00;56.9464;27.2413;19.0492;63.9349;506.496;755.881;154.5
12:00;55.756;28.8434;20.0478;55.8601;588.325;759.801;141.2
13:00;93.1126;22.9891;14.0249;77.3043;582.591;761.258;211.2
14:00;91.6013;18.9031;11.661;65.5312;521.642;741.569;191.7
15:00;92.4202;18.3917;10.2745;65.0193;538.508;687.714;191.7
16:00;88.7095;18.0735;10.5361;61.2422;501.756;601.465;182.2
17:00;103.737;18.2664;10.4712;68.948;587.552;562.628;209
18:00;113.008;21.4703;12.9655;82.2694;662.768;561.205;238.8
19:00;126.408;23.1356;13.2998;91.5295;844.11;603.406;266.2
20:00;131.686;25.6265;14.8302;141.67;942.087;647.627;348.2
21:00;161.845;45.6551;23.4138;250.629;1747.15;793.197;544.7
22:00;142.578;60.3975;32.5673;264.266;1793.39;952.165;546.5
23:00;101.204;66.7517;39.1726;124.381;1198.93;1034.72;291.3
