CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;26.2262;29.6544;20.7526;22.0799;385.05;889.207;60.1096
01:00;22.7174;44.031;32.0303;16.0302;523.97;1376.7;47.2607
02:00;25.9594;56.9288;41.0207;17.1667;599.35;1232.79;52.2993
03:00;29.2349;71.0197;51.019;15.5338;651.35;1121.22;53.0523
04:00;29.126;76.9307;55.212;20.9922;610.1;985.679;61.3313
05:00;36.9581;87.2145;61.1377;69.2819;716.2;857.198;143.219
06:00;46.081;90.2608;62.2003;113.005;849.68;751.541;219.474
07:00;62.1518;93.3696;63.2091;193.353;1318.91;770.379;358.707
08:00;69.5152;107.299;69.011;293.645;1710.12;872.46;520.118
09:00;72.8614;111.994;70.9652;315.529;1629.03;1010.59;557.014
10:00;68.4036;99.7866;60.0569;240.403;1254.13;1092.44;437.268
11:00;;63.6632;34.2349;;;1155.45;
12:00;53.7681;35.0018;18.3905;77.6635;601.8;1154.27;172.842
13:00;48.8532;32.812;14.2678;75.4047;526.01;1127.1;164.514
14:00;71.1875;40.2538;19.0648;129.338;710.26;1107.18;269.865
15:00;75.8547;43.2214;19.9073;143.751;685.75;1016.73;296.507
16:00;81.4818;40.5472;20.5269;146.088;921.29;904.039;305.87
17:00;83.2755;56.7992;27.7556;168.791;899.4;799.806;342.21
18:00;88.0713;78.0881;38.7665;226.881;1370.73;816.463;436.385
19:00;82.7739;93.054;52.7017;210.349;1355.33;883.821;405.565
20:00;64.7933;55.2738;33.0058;98.3661;895.74;920.564;215.731
21:00;64.9458;61.2589;36.7922;124.852;1061.45;987.494;256.484
22:00;48.6285;43.4438;29.9097;53.4776;651.71;980.175;130.732
23:00;35.7694;30.3088;21.1111;36.0407;494.25;956.237;91.0338
