CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;110;97;110;1760;223
01:00;47;40;24;48;680;120
02:00;39;31;23;27;410;79
03:00;35;33;24;25;460;72
04:00;35;36;27;26;490;75
05:00;43;33;24;33;410;92
06:00;54;40;24;59;540;144
07:00;58;41;25;69;630;163
08:00;55;41;28;71;770;164
09:00;;44;30;;830;
10:00;62;50;34;106;900;223
11:00;61;52;34;90;880;198
12:00;60;50;32;82;900;186
13:00;57;43;30;78;770;176
14:00;66;43;30;83;930;193
15:00;67;42;31;80;840;189
16:00;76;57;40;134;1120;280
17:00;82;78;51;141;1450;297
18:00;86;93;65;237;1830;449
19:00;85;144;112;277;2780;508
20:00;74;143;119;227;2730;420
21:00;68;143;122;220;2640;405
22:00;70;125;104;196;2220;369
23:00;64;109;93;159;1670;306
