CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;79;181;45;1180;149
01:00;78;136;47;1210;148
02:00;60;89;49;800;134
03:00;59;65;49;820;134
04:00;55;82;46;750;126
05:00;61;72;117;990;239
06:00;68;67;176;1720;337
07:00;79;92;143;1940;296
08:00;101;119;126;1730;292
09:00;96;105;88;1480;231
10:00;88;98;65;1260;186
11:00;;80;;;
12:00;85;53;52;960;163
13:00;77;26;39;750;136
14:00;85;25;44;790;151
15:00;76;26;44;800;143
16:00;95;29;49;1080;169
17:00;116;30;63;1150;212
18:00;112;39;68;1130;215
19:00;138;42;97;1670;285
20:00;152;53;197;2760;454
21:00;143;82;234;2780;500
22:00;120;123;148;2070;345
23:00;104;136;113;1900;277
