CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;69;201;300;528
01:00;47;230;168;304
02:00;39;201;144;258
03:00;29;183;120;213
04:00;25;165;105;185
05:00;27;155;118;206
06:00;32;159;176;302
07:00;37;165;235;397
08:00;52;167;287;492
09:00;67;172;344;593
10:00;84;188;384;671
11:00;113;207;365;672
12:00;128;183;300;586
13:00;113;169;207;429
14:00;87;128;111;255
15:00;108;71;130;306
16:00;103;69;122;288
17:00;132;71;190;423
18:00;144;90;318;631
19:00;155;145;406;776
20:00;139;199;422;785
21:00;148;249;622;1099
22:00;113;291;447;797
23:00;87;215;284;522
