CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;38;60;61;129
01:00;33;46;45;100
02:00;20;7;20;49
03:00;16;5;16;40
04:00;25;5;25;63
05:00;25;4;27;65
06:00;44;11;100;196
07:00;59;12;178;329
08:00;73;22;250;455
09:00;77;29;221;414
10:00;80;33;207;396
11:00;77;39;192;369
12:00;72;38;226;417
13:00;66;33;145;286
14:00;65;27;175;331
15:00;69;33;172;331
16:00;72;44;173;334
17:00;83;33;201;388
18:00;73;37;208;391
19:00;73;40;192;366
20:00;65;31;167;320
21:00;61;35;146;282
22:00;51;49;154;286
23:00;42;59;80;163
