CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;80;193;1880;374
01:00;66;103;1150;223
02:00;47;88;910;181
03:00;41;57;1110;128
04:00;42;47;510;112
05:00;47;102;700;202
06:00;51;193;990;347
07:00;79;365;1430;637
08:00;95;451;2050;786
09:00;102;316;1590;585
10:00;91;252;1260;477
11:00;82;169;1060;339
12:00;91;151;1100;321
13:00;94;100;1060;246
14:00;104;103;850;261
15:00;111;110;950;278
16:00;121;138;1240;331
17:00;115;93;1060;257
18:00;131;143;1280;348
19:00;149;249;1830;529
20:00;141;288;2290;580
21:00;104;150;1680;333
22:00;92;136;1520;300
23:00;94;223;2190;435
