CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;16;840;62
01:00;88;105;2790;248
02:00;83;105;2660;244
03:00;83;100;2390;235
04:00;76;79;2070;196
05:00;77;120;2080;261
06:00;80;139;1670;293
07:00;60;66;730;161
08:00;58;85;850;188
09:00;60;84;820;189
10:00;55;68;790;160
11:00;62;77;780;180
12:00;57;81;820;180
13:00;53;57;670;140
14:00;63;62;570;156
15:00;65;60;610;156
16:00;91;86;1050;223
17:00;82;77;900;200
18:00;82;86;1010;214
19:00;71;70;970;178
20:00;60;60;720;152
21:00;50;45;690;118
22:00;42;34;810;94
23:00;41;22;840;75
