CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;41;36;20;900;71
01:00;29;36;10;790;43
02:00;53;51;24;1230;89
03:00;48;54;20;1080;79
04:00;48;48;24;1000;85
05:00;46;50;32;910;94
06:00;59;60;88;870;193
07:00;68;71;140;910;282
08:00;82;77;154;1000;317
09:00;116;90;163;1250;365
10:00;106;78;135;1330;313
11:00;90;62;69;1290;194
12:00;96;72;54;1250;178
13:00;94;79;51;1200;172
14:00;107;85;62;1130;202
15:00;113;77;67;1140;214
16:00;106;76;57;1140;191
17:00;120;70;63;1130;216
18:00;121;68;76;1210;236
19:00;103;61;60;1230;192
20:00;71;51;42;1140;134
21:00;68;47;48;1060;140
22:00;67;46;50;1020;143
23:00;64;48;43;1010;130
