CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.36202;56.2863;48.819;35.3364;110.823;728.13;904.421;225.6
01:00;1.87188;41.8644;37.0554;31.4833;35.4706;454.833;876.644;96.1
02:00;1.10074;40.148;41.7058;24.0505;47.0826;520.753;824.417;112.1
03:00;1.01024;32.0401;32.704;19.6673;43.4074;336.277;736.532;98.3
04:00;0.965474;30.3253;36.3021;21.3975;43.4185;393.836;645.155;96.6
05:00;1.12162;28.8294;35.5095;21.1759;52.6958;359.145;579.719;109.3
06:00;1.78292;41.8097;48.3495;26.3087;187.519;735.01;539.052;328.3
07:00;2.37092;48.5992;54.0258;28.0065;208.716;881.06;551.13;367.5
08:00;2.91175;41.8171;54.7777;29.048;184.164;960.52;580.179;324.268
09:00;7.17707;64.4251;78.7912;40.3134;299.799;1353.83;692.554;524.102
10:00;5.88405;69.6534;120.951;59.0806;231.463;1360.79;797.558;424.536
11:00;3.03836;61.9504;104.778;46.0293;168.319;892.55;867.093;320.2
12:00;1.51571;62.3973;83.6254;34.756;156.477;680.31;902.902;302.31
13:00;1.30504;59.861;51.2316;21.3109;89.6461;439.881;912.994;197.258
14:00;1.00172;59.5469;57.4365;19.7312;90.139;507.854;884.599;197.754
15:00;1.14833;67.0767;46.5032;19.276;90.4498;507.2;837.867;206.012
16:00;1.37959;77.9941;46.9163;20.4973;119.491;638.93;797.668;261.363
17:00;1.31843;80.5006;40.9074;18.7425;110.489;598.23;703.218;249.921
18:00;2.54028;91.8639;52.3091;21.808;178.622;857.59;640.318;366.16
19:00;4.86578;109.619;71.1569;31.2215;298.871;1457.08;710.884;568.229
20:00;4.83261;103.179;91.9992;37.7324;343.86;1654.71;832.684;630.674
21:00;6.98671;71.408;93.6173;49.4195;204.895;1361;947.824;385.692
22:00;7.75291;62.0997;107.983;63.1574;208.478;1588.9;1082.96;381.782
23:00;6.79166;50.2875;112.646;69.9543;166.126;1452.3;1201.09;305.136
00:00;6.40722;42.5733;101.683;65.2465;130.914;1242.89;1276.59;243.394
01:00;6.1929;36.7163;97.1829;63.7958;120.423;1236.02;1356.31;221.499
