CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;52;57;141
01:00;41;31;89
02:00;54;48;127
03:00;54;59;145
04:00;47;41;109
05:00;44;56;129
06:00;46;96;193
07:00;57;136;265
08:00;59;170;319
09:00;66;203;377
10:00;79;270;493
11:00;72;207;388
12:00;67;181;343
13:00;61;140;275
14:00;62;141;277
15:00;60;135;267
16:00;61;136;268
17:00;68;131;269
18:00;74;159;316
19:00;69;109;236
20:00;62;95;207
21:00;78;90;216
22:00;67;90;203
23:00;58;56;144
