CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;28;19;1030
01:00;28;19;970
02:00;51;41;910
03:00;50;44;860
04:00;53;45;820
05:00;55;48;800
06:00;51;45;800
07:00;52;46;830
08:00;52;45;870
09:00;49;39;880
10:00;43;32;890
11:00;39;25;920
12:00;32;20;920
13:00;25;15;900
14:00;28;14;900
15:00;27;15;920
16:00;28;12;950
17:00;20;8;850
18:00;22;13;810
19:00;23;18;890
20:00;22;16;1000
21:00;28;20;1050
22:00;25;18;1070
23:00;27;19;1050
